"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
         241,      -5.307922339,      -4.495790639,      -4.598649207,        4.38250964,        4.38250964,      0.2761603404,       1.534183601
         242,      -5.316794678,      -4.499917736,      -4.597187808,       5.259011568,       5.259011568,      0.2761393199,       1.535432582
         243,      -5.317203241,      -4.500019489,       -4.59673161,       6.310813882,       6.310813882,      0.2761074865,       1.536915267
         244,      -5.317594805,      -4.500136772,      -4.596200112,       7.572976658,       7.572976658,       0.276060099,       1.538671123
         245,      -5.317991128,      -4.500268893,      -4.595591607,        9.08757199,        9.08757199,      0.2759905939,       1.540744341
         246,      -5.318380017,      -4.500412112,      -4.594905911,       10.90508639,       10.90508639,      0.2758900041,       1.543183373
         247,      -5.318729783,        -4.5005613,      -4.594148517,       13.08610367,       13.08610367,       0.275746257,       1.546039693
         248,       -5.31898935,      -4.500710658,      -4.593334137,        15.7033244,        15.7033244,      0.2755433469,       1.549365067
         249,      -5.319086047,      -4.500854759,      -4.592492843,       18.84398928,       18.84398928,      0.2752603606,       1.553205963
         250,      -5.318925252,      -4.500989786,      -4.591681058,       22.61278713,       22.61278713,      0.2748705348,       1.557593464
         251,      -5.318400645,      -4.501114143,       -4.59100082,       27.13534456,       27.13534456,      0.2743412116,       1.562526829
         252,       -5.31741605,      -4.501228072,      -4.590630536,       32.56241347,       32.56241347,      0.2736361383,       1.567948525
         253,      -5.315931359,       -4.50133681,      -4.590871018,       39.07489617,       39.07489617,      0.2727205768,       1.573704133
         254,      -5.314034913,      -4.501467839,       -4.59220421,       3.907489617,       3.907489617,      0.2715673722,        1.57948293
         255,      -5.312066677,      -4.501719834,      -4.595362414,        4.68898754,        4.68898754,      0.2714513044,       1.580051077
         256,      -5.311954821,      -4.501561609,      -4.595545449,       5.626785048,       5.626785048,      0.2713110581,       1.580716427
         257,      -5.311538012,      -4.501354454,      -4.595762825,       6.752142058,       6.752142058,      0.2711415203,       1.581491077
         258,      -5.310946611,      -4.501098444,      -4.596043852,       8.102570469,       8.102570469,      0.2709364973,       1.582386216
         259,      -5.310225205,      -4.500787911,      -4.596423361,       9.723084563,       9.723084563,      0.2706885499,       1.583410514
         260,      -5.309394099,      -4.500416887,      -4.596947612,       11.66770148,       11.66770148,      0.2703888037,       1.584567386
         261,      -5.308471205,      -4.499980517,      -4.597679063,       14.00124177,       14.00124177,      0.2700267152,       1.585850463
         262,      -5.307484689,      -4.499478075,      -4.598702779,       16.80149013,       16.80149013,      0.2695898585,       1.587236618
         263,      -5.306487793,      -4.498919004,      -4.600136884,       20.16178815,       20.16178815,      0.2690639595,       1.588676097
         264,      -5.305578969,      -4.498331935,      -4.602147388,       24.19414578,       24.19414578,      0.2684335593,       1.590079346
         265,      -5.304927233,      -4.497775445,      -4.604964654,       29.03297494,       29.03297494,      0.2676832275,       1.591299289
         266,      -5.304807355,      -4.497355298,      -4.608903986,       34.83956992,       34.83956992,      0.2667970558,       1.592103346
         267,      -5.305644856,       -4.49725364,      -4.614386971,       3.483956992,       3.483956992,      0.2657543455,       1.592135263
         268,       -5.30806432,      -4.497781804,      -4.621949275,       4.180748391,       4.180748391,      0.2656500845,       1.592129481
         269,      -5.308794353,      -4.497727673,      -4.622635071,       5.016898069,       5.016898069,      0.2655250581,       1.592109063
         270,      -5.309215548,      -4.497641832,      -4.623422656,       6.020277683,       6.020277683,       0.265375169,       1.592065216
         271,      -5.309552915,      -4.497539449,      -4.624356839,       7.224333219,       7.224333219,      0.2651954908,       1.591984765
         272,      -5.309914514,      -4.497428593,      -4.625485307,       8.669199863,       8.669199863,      0.2649801006,        1.59184821
         273,      -5.310375033,      -4.497321156,      -4.626865291,       10.40303984,       10.40303984,      0.2647218442,       1.591626887
         274,      -5.311006665,      -4.497235597,      -4.628566167,        12.4836478,        12.4836478,       0.264411964,       1.591278752
         275,      -5.311894489,      -4.497201463,      -4.630672846,       14.98037736,       14.98037736,      0.2640395445,       1.590742441
         276,      -5.313149235,      -4.497266405,      -4.633290219,       17.97645284,       17.97645284,      0.2635907908,       1.589929634
         277,      -5.314921046,      -4.497505969,       -4.63654791,        21.5717434,        21.5717434,      0.2630481782,       1.588716159
         278,      -5.317414675,      -4.498037228,      -4.640603577,       25.88609208,       25.88609208,      0.2623891491,       1.586931968
         279,      -5.320900956,      -4.499036154,      -4.645638858,        31.0633105,        31.0633105,      0.2615832154,        1.58434915
         280,      -5.325747474,      -4.500772306,       -4.65185344,        31.0633105,        31.0633105,      0.2605857883,       1.580669591
         281,      -5.332414803,      -4.503644059,      -4.659424283,        31.0633105,        31.0633105,      0.2595467702,       1.576466639
         282,      -5.339928932,      -4.507105333,      -4.666723059,        37.2759726,        37.2759726,      0.2584553499,       1.571801361
         283,      -5.347979447,      -4.511149665,      -4.673579457,        3.72759726,        3.72759726,      0.2570572666,       1.565661091
         284,      -5.358122396,      -4.517125941,      -4.681345819,       4.473116712,       4.473116712,      0.2569163407,       1.565041234
         285,      -5.359982955,      -4.517589622,      -4.681971317,       5.367740055,       5.367740055,      0.2567457415,       1.564289751
         286,      -5.361447836,      -4.518129101,       -4.68265902,       6.441288066,       6.441288066,      0.2565389157,       1.563377441
         287,      -5.362921291,      -4.518792033,      -4.683443411,       7.729545679,       7.729545679,      0.2562876807,       1.562268105
         288,      -5.364579737,      -4.519617575,      -4.684349365,       9.275454815,       9.275454815,      0.2559817884,       1.560916956
         289,      -5.366535256,      -4.520656209,      -4.685400541,       11.13054578,       11.13054578,      0.2556083428,        1.55926872
         290,       -5.36888731,      -4.521974703,      -4.686616941,       13.35665493,       13.35665493,      0.2551510252,       1.557255504
         291,      -5.371742728,      -4.523661646,       -4.68801231,       16.02798592,       16.02798592,      0.2545891576,       1.554795016
         292,      -5.375228377,      -4.525833645,      -4.689591334,        19.2335831,        19.2335831,       0.253896643,       1.551790166
         293,      -5.379503528,      -4.528641839,       -4.69134529,       23.08029972,       23.08029972,      0.2530406542,       1.548131266
         294,      -5.384774701,      -4.532279164,      -4.693245343,       27.69635967,       27.69635967,      0.2519799214,        1.54370261
         295,      -5.391316545,      -4.536988094,      -4.695235581,        33.2356316,        33.2356316,      0.2506633633,       1.538398627
         296,      -5.399501832,      -4.543064693,      -4.697233429,        33.2356316,        33.2356316,      0.2490315632,       1.532161028
         297,      -5.409848401,      -4.550849066,      -4.699153469,       39.88275792,       39.88275792,      0.2473623634,       1.526161027
         298,      -5.420882138,      -4.558734073,      -4.700440259,       3.988275792,       3.988275792,      0.2453408822,       1.519495571
         299,      -5.434729433,      -4.568527983,      -4.701722857,       4.785930951,       4.785930951,       0.245138282,       1.518833875
         300,      -5.436874636,      -4.569280976,      -4.701644322,       5.743117141,       5.743117141,      0.2448949002,       1.518048008
         301,      -5.438670343,      -4.570172157,      -4.701542339,       6.891740569,       6.891740569,      0.2446026495,        1.51711733
         302,      -5.440570584,      -4.571253942,      -4.701421773,       8.270088683,       8.270088683,      0.2442519515,       1.516019272
         303,      -5.442759345,      -4.572564918,      -4.701278796,        9.92410642,        9.92410642,      0.2438315859,       1.514730261
         304,      -5.445357622,      -4.574151366,      -4.701109939,        11.9089277,        11.9089277,      0.2433286324,       1.513227567
         305,       -5.44848288,      -4.576069035,      -4.700912021,       14.29071324,       14.29071324,      0.2427286434,       1.511492756
         306,      -5.452271664,      -4.578382533,      -4.700684631,       17.14885589,       17.14885589,      0.2420162525,       1.509517838
         307,      -5.456895316,      -4.581162619,      -4.700436875,       20.57862707,       20.57862707,      0.2411764393,       1.507315343
